20
15
13
32
81
105
56
145
74
86
77
124
143
82
78
108
77
232
136
128
124
191
144
148
118
117
179
123
138
160
153
176
206
187
93
90
132
127
89
160
158
192
189
117
187
235
138
191
120
168
148
139
175
160
179
105
116
199
120
132
109
104
115
